Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
121	-0.104	-2.5184e-002	5.0577e-002	0.52374
122	-0.104	-1.5462e-002	5.4343e-002	0.57898
123	-0.104	-5.2132e-003	5.6259e-002	0.62286
124	-0.104	5.2132e-003	5.6259e-002	0.65388
125	-0.104	1.5462e-002	5.4343e-002	0.66811
126	-0.104	2.5184e-002	5.0577e-002	0.66009
127	-0.104	3.4049e-002	4.5088e-002	0.62502
128	-0.104	4.1754e-002	3.8064e-002	0.55807
129	-0.104	4.8037e-002	2.9743e-002	0.45802
130	-0.104	5.2685e-002	2.041e-002	0.32643
131	-0.104	5.5538e-002	1.0382e-002	0.17042
132	-0.104	5.65e-002	-3.4891e-018	-3.5336e-005
133	-0.104	5.5538e-002	-1.0382e-002	-0.17056
134	-0.104	5.2685e-002	-2.041e-002	-0.32779
135	-0.104	4.8037e-002	-2.9743e-002	-0.46038
136	-0.104	4.1754e-002	-3.8064e-002	-0.5624
137	-0.104	3.4049e-002	-4.5088e-002	-0.63043
138	-0.104	2.5184e-002	-5.0577e-002	-0.66684
139	-0.104	1.5462e-002	-5.4343e-002	-0.6758
140	-0.104	5.2132e-003	-5.6259e-002	-0.66261
141	-0.104	-5.2132e-003	-5.6259e-002	-0.63304
142	-0.104	-1.5462e-002	-5.4343e-002	-0.58997
143	-0.104	-2.5184e-002	-5.0577e-002	-0.53638
144	-0.104	-3.4049e-002	-4.5088e-002	-0.47241
145	-0.104	-4.1754e-002	-3.8064e-002	-0.39791
146	-0.104	-4.8037e-002	-2.9743e-002	-0.31272
147	-0.104	-5.2685e-002	-2.041e-002	-0.21776
148	-0.104	-5.5538e-002	-1.0382e-002	-0.11548
149	0.	0.	5.65e-002	0.60598
150	0.	0.	-5.65e-002	-0.61467
151	-9.5161e-003	9.5161e-003	5.5693e-002	0.61042
152	-1.8891e-002	1.8891e-002	5.3248e-002	0.62539
153	-2.7959e-002	2.7959e-002	4.9097e-002	0.63248
154	-3.6502e-002	3.6502e-002	4.3126e-002	0.60319
155	-4.42e-002	4.42e-002	3.5194e-002	0.52657
156	-5.0572e-002	5.0572e-002	2.5194e-002	0.3992
157	-5.4926e-002	5.4926e-002	1.3243e-002	0.22073
158	-5.65e-002	5.65e-002	-6.9389e-018	-1.9267e-004
159	-5.4926e-002	5.4926e-002	-1.3243e-002	-0.22208
160	-5.0572e-002	5.0572e-002	-2.5194e-002	-0.40108
161	-4.42e-002	4.42e-002	-3.5194e-002	-0.53023
162	-3.6502e-002	3.6502e-002	-4.3126e-002	-0.60739
163	-2.7959e-002	2.7959e-002	-4.9097e-002	-0.63901
164	-1.8891e-002	1.8891e-002	-5.3248e-002	-0.6334
165	-9.5161e-003	9.5161e-003	-5.5693e-002	-0.61727
166	5.65e-002	5.65e-002	0.	0.
167	9.5161e-003	9.5161e-003	-5.5693e-002	-0.6194
168	1.8891e-002	1.8891e-002	-5.3248e-002	-0.63167
169	2.7959e-002	2.7959e-002	-4.9097e-002	-0.6362
170	3.6502e-002	3.6502e-002	-4.3126e-002	-0.60305
171	4.42e-002	4.42e-002	-3.5194e-002	-0.52269
172	5.0572e-002	5.0572e-002	-2.5194e-002	-0.39316
173	5.4926e-002	5.4926e-002	-1.3243e-002	-0.21338
174	5.4926e-002	5.4926e-002	1.3243e-002	0.21323
175	5.0572e-002	5.0572e-002	2.5194e-002	0.39081
176	4.42e-002	4.42e-002	3.5194e-002	0.51893
177	3.6502e-002	3.6502e-002	4.3126e-002	0.59895
178	2.7959e-002	2.7959e-002	4.9097e-002	0.63062
179	1.8891e-002	1.8891e-002	5.3248e-002	0.62538
180	9.5161e-003	9.5161e-003	5.5693e-002	0.61169
181	0.104	0.	5.3e-002	0.60967
182	0.104	1.034e-002	5.1982e-002	0.62487
183	0.104	2.0282e-002	4.8966e-002	0.61674
184	0.104	2.9445e-002	4.4068e-002	0.58171
185	0.104	3.7477e-002	3.7477e-002	0.51608
186	0.104	4.4068e-002	2.9445e-002	0.42127
187	0.104	4.8966e-002	2.0282e-002	0.29912
188	0.104	5.1982e-002	1.034e-002	0.15504
189	0.104	5.3e-002	2.6782e-017	-2.1526e-004
190	0.104	5.1982e-002	-1.034e-002	-0.1561
191	0.104	4.8966e-002	-2.0282e-002	-0.30036
192	0.104	4.4068e-002	-2.9445e-002	-0.42366
193	0.104	3.7477e-002	-3.7477e-002	-0.52033
194	0.104	2.9445e-002	-4.4068e-002	-0.58658
195	0.104	2.0282e-002	-4.8966e-002	-0.62321
196	0.104	1.034e-002	-5.1982e-002	-0.63238
197	0.104	3.0777e-017	-5.3e-002	-0.61881
198	0.104	-1.034e-002	-5.1982e-002	-0.58557
199	0.104	-2.0282e-002	-4.8966e-002	-0.53657
200	0.104	-2.9445e-002	-4.4068e-002	-0.47365
201	0.104	-3.7477e-002	-3.7477e-002	-0.3985
202	0.104	-4.4068e-002	-2.9445e-002	-0.3124
203	0.104	-4.8966e-002	-2.0282e-002	-0.21709
204	0.104	-5.1982e-002	-1.034e-002	-0.11466
205	0.104	-5.3e-002	-3.3273e-017	-8.5071e-003
206	0.104	-5.1982e-002	1.034e-002	9.7691e-002
207	0.104	-4.8966e-002	2.0282e-002	0.20063
208	0.104	-4.4068e-002	2.9445e-002	0.29683
209	0.104	-3.7477e-002	3.7477e-002	0.384
210	0.104	-2.9445e-002	4.4068e-002	0.46042
211	0.104	-2.0282e-002	4.8966e-002	0.52464
212	0.104	-1.034e-002	5.1982e-002	0.57531
213	9.1e-002	0.	5.3e-002	0.6082
214	7.8e-002	0.	5.3e-002	0.60723
215	6.5e-002	0.	5.3e-002	0.60488
216	5.2e-002	0.	5.3e-002	0.60232
217	3.9e-002	0.	5.3e-002	0.59922
218	2.6e-002	0.	5.3e-002	0.59802
219	1.3e-002	0.	5.3e-002	0.59855
220	-0.104	0.	5.3e-002	0.60995
221	-1.3e-002	0.	5.3e-002	0.5991
222	-2.6e-002	0.	5.3e-002	0.59918
223	-3.9e-002	0.	5.3e-002	0.59811
224	-5.2e-002	0.	5.3e-002	0.60208
225	-6.5e-002	0.	5.3e-002	0.60529
226	-7.8e-002	0.	5.3e-002	0.60743
227	-9.1e-002	0.	5.3e-002	0.60861
228	-0.104	-1.034e-002	5.1982e-002	0.57469
229	-0.104	-2.0282e-002	4.8966e-002	0.52421
230	-0.104	-2.9445e-002	4.4068e-002	0.45986
231	-0.104	-3.7477e-002	3.7477e-002	0.38364
232	-0.104	-4.4068e-002	2.9445e-002	0.29665
233	-0.104	-4.8966e-002	2.0282e-002	0.20052
234	-0.104	-5.1982e-002	1.034e-002	9.7661e-002
235	-0.104	-5.3e-002	2.6782e-017	-8.5696e-003
236	-0.104	-5.1982e-002	-1.034e-002	-0.11449
237	-0.104	-4.8966e-002	-2.0282e-002	-0.21677
238	-0.104	-4.4068e-002	-2.9445e-002	-0.31202
239	-0.104	-3.7477e-002	-3.7477e-002	-0.39786
240	-0.104	-2.9445e-002	-4.4068e-002	-0.47293
241	-0.104	-2.0282e-002	-4.8966e-002	-0.53608
242	-0.104	-1.034e-002	-5.1982e-002	-0.58551
243	-0.104	-3.0777e-017	-5.3e-002	-0.61962
244	-0.104	1.034e-002	-5.1982e-002	-0.63467
245	-0.104	2.0282e-002	-4.8966e-002	-0.62662
246	-0.104	2.9445e-002	-4.4068e-002	-0.59144
247	-0.104	3.7477e-002	-3.7477e-002	-0.52587
248	-0.104	4.4068e-002	-2.9445e-002	-0.42975
249	-0.104	4.8966e-002	-2.0282e-002	-0.30513
250	-0.104	5.1982e-002	-1.034e-002	-0.15857
251	-0.104	5.3e-002	-3.3273e-017	-4.496e-004
252	-0.104	5.1982e-002	1.034e-002	0.15748
253	-0.104	4.8966e-002	2.0282e-002	0.30308
254	-0.104	4.4068e-002	2.9445e-002	0.4268
255	-0.104	3.7477e-002	3.7477e-002	0.52178
256	-0.104	2.9445e-002	4.4068e-002	0.58583
257	-0.104	2.0282e-002	4.8966e-002	0.61984
258	-0.104	1.034e-002	5.1982e-002	0.62631
259	5.65e-002	0.1015	0.	0.
260	5.65e-002	6.775e-002	0.	0.
261	5.65e-002	7.9e-002	0.	0.
262	5.65e-002	9.025e-002	0.	0.
263	5.5538e-002	0.1015	-1.0382e-002	-0.19196
264	5.2685e-002	0.1015	-2.041e-002	-0.36381
265	4.8037e-002	0.1015	-2.9743e-002	-0.49432
266	4.1754e-002	0.1015	-3.8064e-002	-0.56882
267	3.4049e-002	0.1015	-4.5088e-002	-0.59303
268	2.5184e-002	0.1015	-5.0577e-002	-0.58069
269	1.5462e-002	0.1015	-5.4343e-002	-0.5535
270	5.2132e-003	0.1015	-5.6259e-002	-0.5325
271	-5.2132e-003	0.1015	-5.6259e-002	-0.53228
272	-1.5462e-002	0.1015	-5.4343e-002	-0.55304
273	-2.5184e-002	0.1015	-5.0577e-002	-0.58497
274	-3.4049e-002	0.1015	-4.5088e-002	-0.60417
275	-4.1754e-002	0.1015	-3.8064e-002	-0.5893
276	-4.8037e-002	0.1015	-2.9743e-002	-0.52589
277	-5.2685e-002	0.1015	-2.041e-002	-0.40256
278	-5.5538e-002	0.1015	-1.0382e-002	-0.22523
279	-5.65e-002	0.1015	3.4891e-018	1.4621e-006
280	-5.5538e-002	0.1015	1.0382e-002	0.22658
281	-5.2685e-002	0.1015	2.041e-002	0.40679
282	-4.8037e-002	0.1015	2.9743e-002	0.52762
283	-4.1754e-002	0.1015	3.8064e-002	0.59014
284	-3.4049e-002	0.1015	4.5088e-002	0.60212
285	-2.5184e-002	0.1015	5.0577e-002	0.58256
286	-1.5462e-002	0.1015	5.4343e-002	0.55342
287	-5.2132e-003	0.1015	5.6259e-002	0.5315
288	5.2132e-003	0.1015	5.6259e-002	0.53215
289	1.5462e-002	0.1015	5.4343e-002	0.55311
290	2.5184e-002	0.1015	5.0577e-002	0.58079
291	3.4049e-002	0.1015	4.5088e-002	0.5933
292	4.1754e-002	0.1015	3.8064e-002	0.56826
293	4.8037e-002	0.1015	2.9743e-002	0.49287
294	5.2685e-002	0.1015	2.041e-002	0.36303
295	5.5538e-002	0.1015	1.0382e-002	0.19187
296	-5.3e-002	9.5437e-002	0.	0.
297	-5.3e-002	5.9062e-002	0.	0.
298	-4.4714e-003	4.4714e-003	-5.2811e-002	-0.62028
299	-1.3349e-002	1.3349e-002	-5.1291e-002	-0.63677
300	-2.2021e-002	2.2021e-002	-4.8209e-002	-0.63418
301	-3.0311e-002	3.0311e-002	-4.3477e-002	-0.60607
302	4.7691e-003	4.7691e-003	5.2785e-002	0.61123
303	1.4228e-002	1.4228e-002	5.1055e-002	0.62769
304	2.3435e-002	2.3435e-002	4.7537e-002	0.62295
305	3.2167e-002	3.2167e-002	4.2123e-002	0.58398
306	4.01e-002	4.01e-002	3.4655e-002	0.50298
307	4.01e-002	4.01e-002	-3.4655e-002	-0.50712
308	3.2167e-002	3.2167e-002	-4.2123e-002	-0.59106
309	2.3435e-002	2.3435e-002	-4.7537e-002	-0.63014
310	1.4228e-002	1.4228e-002	-5.1055e-002	-0.63579
311	4.7691e-003	4.7691e-003	-5.2785e-002	-0.61948
312	-3.0311e-002	3.0311e-002	4.3477e-002	0.60123
313	-2.2021e-002	2.2021e-002	4.8209e-002	0.62869
314	-1.3349e-002	1.3349e-002	5.1291e-002	0.62638
315	-4.4714e-003	4.4714e-003	5.2811e-002	0.61058
316	9.7067e-002	-5.65e-002	0.	-8.9906e-003
317	-9.7067e-002	-5.65e-002	0.	-8.9274e-003
318	-4.7666e-003	4.7666e-003	5.6299e-002	0.60817
319	-1.4231e-002	1.4231e-002	5.4679e-002	0.61859
320	-2.3475e-002	2.3475e-002	5.1392e-002	0.63089
321	-3.2313e-002	3.2313e-002	4.6348e-002	0.62322
322	-5.61e-002	5.61e-002	6.7133e-003	0.11516
323	-5.61e-002	5.61e-002	-6.7133e-003	-0.11528
324	-3.2313e-002	3.2313e-002	-4.6348e-002	-0.6288
325	-2.3475e-002	2.3475e-002	-5.1392e-002	-0.63981
326	-1.4231e-002	1.4231e-002	-5.4679e-002	-0.62493
327	-4.7666e-003	4.7666e-003	-5.6299e-002	-0.6154
328	4.7666e-003	4.7666e-003	-5.6299e-002	-0.61622
329	1.4231e-002	1.4231e-002	-5.4679e-002	-0.62324
330	2.3475e-002	2.3475e-002	-5.1392e-002	-0.63778
331	3.2313e-002	3.2313e-002	-4.6348e-002	-0.6248
332	4.0482e-002	4.0482e-002	-3.9414e-002	-0.56915
333	4.0482e-002	4.0482e-002	3.9414e-002	0.56498
334	3.2313e-002	3.2313e-002	4.6348e-002	0.62031
335	2.3475e-002	2.3475e-002	5.1392e-002	0.63125
336	1.4231e-002	1.4231e-002	5.4679e-002	0.61812
337	4.7666e-003	4.7666e-003	5.6299e-002	0.60847
338	9.75e-002	0.	5.3e-002	0.60907
339	6.5e-003	0.	5.3e-002	0.59939
340	-6.5e-003	0.	5.3e-002	0.59937
341	-9.75e-002	0.	5.3e-002	0.60928
342	-3.6724e-002	2.6466e-002	-4.5919e-002	-0.61374
343	-3.8892e-002	2.6872e-002	4.5682e-002	0.60474
344	-2.2135e-002	1.3256e-002	-5.1316e-002	-0.6289
345	-2.8154e-002	1.2659e-002	5.1466e-002	0.61848
346	-1.2438e-002	1.1082e-003	-5.2988e-002	-0.61187
347	5.0159e-002	3.8782e-002	3.6124e-002	0.51303
348	4.997e-002	3.8581e-002	-3.6339e-002	-0.5195
349	-3.25e-003	-1.1311e-002	5.1779e-002	0.56341
350	3.8064e-002	2.786e-002	4.5087e-002	0.59848
351	4.1472e-002	2.9048e-002	-4.4331e-002	-0.59686
352	2.9198e-002	1.2772e-002	5.1438e-002	0.61651
353	2.4128e-002	1.4627e-002	-5.0942e-002	-0.62772
354	9.5744e-003	-1.2674e-003	-5.2985e-002	-0.60511
355	9.2201e-002	2.6471e-002	4.5916e-002	0.59631
356	9.3031e-002	4.097e-002	3.3623e-002	0.47343
357	9.716e-002	5.1644e-002	1.1914e-002	0.17888
358	9.183e-002	4.5897e-002	-2.6504e-002	-0.38629
359	9.1911e-002	3.2438e-002	-4.1914e-002	-0.56702
360	9.1954e-002	1.4044e-002	-5.1105e-002	-0.63087
361	9.326e-002	-6.3529e-003	-5.2618e-002	-0.5992
362	9.7177e-002	-2.7922e-002	-4.5049e-002	-0.48545
363	9.4631e-002	-4.1653e-002	-3.2773e-002	-0.34826
364	9.4631e-002	-5.1024e-002	-1.4338e-002	-0.15624
365	9.4631e-002	-5.2627e-002	6.2789e-003	5.6189e-002
366	9.4631e-002	-4.6218e-002	2.594e-002	0.2605
367	9.4975e-002	-3.0378e-002	4.343e-002	0.45297
368	-9.1921e-002	-2.6054e-002	4.6154e-002	0.48587
369	-9.3031e-002	-4.097e-002	3.3623e-002	0.34198
370	-9.6068e-002	-5.1304e-002	1.3302e-002	0.1286
371	-9.4631e-002	-5.2627e-002	-6.2789e-003	-7.3267e-002
372	-9.4631e-002	-4.6218e-002	-2.594e-002	-0.27595
373	-9.4631e-002	-3.2773e-002	-4.1653e-002	-0.44494
374	-9.4631e-002	-1.4338e-002	-5.1024e-002	-0.56702
375	-9.4631e-002	6.2789e-003	-5.2627e-002	-0.63008
376	-9.4631e-002	2.594e-002	-4.6218e-002	-0.60852
377	-9.4631e-002	4.1653e-002	-3.2773e-002	-0.47251
378	-9.6092e-002	5.1322e-002	-1.3232e-002	-0.20305
379	-9.6055e-002	5.2483e-002	7.3863e-003	0.11328
380	-9.6166e-002	4.5784e-002	2.6699e-002	0.3923
381	-9.5412e-002	3.1273e-002	4.279e-002	0.57486
382	-6.2918e-002	5.2466e-002	-7.5016e-003	-0.11991
383	-5.7405e-002	4.8748e-002	2.08e-002	0.32043
384	-5.6682e-002	4.438e-002	-2.8972e-002	-0.43407
385	6.3096e-002	5.3e-002	-3.2453e-018	-3.5457e-004
386	8.3104e-002	1.2542e-002	5.1495e-002	0.62326
387	7.3592e-002	1.0568e-002	5.1936e-002	0.62173
388	6.2423e-002	1.3848e-002	5.1159e-002	0.62016
389	4.472e-002	1.4597e-002	5.095e-002	0.61643
390	-4.4873e-002	1.3145e-002	5.1344e-002	0.61771
391	-5.802e-002	1.2153e-002	5.1588e-002	0.61992
392	-7.014e-002	9.3252e-003	5.2173e-002	0.62133
393	-8.1972e-002	1.2349e-002	5.1541e-002	0.6245
394	-4.0422e-003	-7.2078e-003	-5.2508e-002	-0.58806
395	-1.5706e-002	-6.3673e-003	5.2616e-002	0.58093
396	3.8942e-002	2.0637e-002	-4.8817e-002	-0.62
397	2.3558e-002	4.7399e-003	-5.2788e-002	-0.61656
398	8.8939e-002	4.8495e-002	2.1383e-002	0.31533
399	8.8996e-002	5.2951e-002	2.2809e-003	3.4382e-002
400	8.9325e-002	5.094e-002	-1.4633e-002	-0.2203
401	9.1691e-002	4.0041e-002	-3.4724e-002	-0.48983
402	8.9079e-002	-2.0259e-002	-4.8975e-002	-0.53614
403	8.9758e-002	-3.4592e-002	-4.0155e-002	-0.42885
404	8.9758e-002	-4.7325e-002	-2.386e-002	-0.25496
405	8.9758e-002	-5.2854e-002	-3.9333e-003	-4.9107e-002
406	8.9758e-002	-5.0336e-002	1.6592e-002	0.16298
407	8.9758e-002	-4.0155e-002	3.4592e-002	0.35307
408	8.7083e-002	-2.0309e-002	4.8954e-002	0.52418
409	-8.979e-002	-4.7835e-002	2.2821e-002	0.22772
410	-8.9758e-002	-5.2854e-002	3.9333e-003	3.194e-002
411	-8.9758e-002	-5.0336e-002	-1.6592e-002	-0.17958
412	-8.9758e-002	-4.0155e-002	-3.4592e-002	-0.36739
413	-8.9758e-002	-2.386e-002	-4.7325e-002	-0.51349
414	-8.9758e-002	-3.9333e-003	-5.2854e-002	-0.60734
415	-8.9758e-002	1.6592e-002	-5.0336e-002	-0.63131
416	-8.9758e-002	3.4592e-002	-4.0155e-002	-0.55494
417	-8.9758e-002	4.7325e-002	-2.386e-002	-0.35699
418	-8.8779e-002	5.2921e-002	-2.8851e-003	-4.5506e-002
419	-8.9758e-002	5.0336e-002	1.6592e-002	0.25184
420	-9.0428e-002	4.1288e-002	3.3231e-002	0.47444
421	-9.0717e-002	2.4242e-002	4.7131e-002	0.60829
422	-6.2946e-002	5.258e-002	6.6621e-003	0.10654
423	-5.8609e-002	4.2016e-002	3.2306e-002	0.47093
424	-4.8324e-002	3.4512e-002	4.0223e-002	0.56003
425	6.7168e-002	4.9025e-002	2.0139e-002	0.30159
426	7.2196e-002	5.0349e-002	-1.6553e-002	-0.25091
427	6.6003e-002	-8.2684e-003	5.2351e-002	0.58033
428	4.2467e-002	-7.7087e-003	5.2436e-002	0.57811
429	1.8894e-002	-9.0403e-003	5.2223e-002	0.57113
430	-3.1998e-002	-9.0682e-003	5.2218e-002	0.57161
431	-5.85e-002	-1.0066e-002	5.2035e-002	0.57205
432	-8.2225e-002	-1.1435e-002	5.1752e-002	0.56876
433	5.7986e-002	4.4023e-002	-2.9512e-002	-0.43384
434	-3.9203e-002	1.4203e-002	-5.1062e-002	-0.62557
435	-2.6697e-002	7.3498e-004	-5.2995e-002	-0.60863
436	-1.7332e-002	-9.3806e-003	-5.2163e-002	-0.58132
437	6.3688e-003	-1.3569e-002	5.1234e-002	0.55396
438	-1.349e-002	-1.7501e-002	5.0027e-002	0.53655
439	5.5076e-002	2.7183e-002	4.5498e-002	0.59337
440	5.5646e-002	2.9078e-002	-4.4311e-002	-0.59035
441	3.8613e-002	1.1123e-002	-5.182e-002	-0.62189
442	2.216e-002	-6.4488e-003	-5.2606e-002	-0.58978
443	6.4029e-003	-1.2185e-002	-5.158e-002	-0.56996
444	8.3166e-002	3.8287e-002	3.6649e-002	0.50844
445	8.0699e-002	4.1335e-002	-3.3173e-002	-0.47199
446	8.1413e-002	2.6123e-002	-4.6115e-002	-0.60293
447	7.9638e-002	6.7603e-003	-5.2567e-002	-0.62762
448	8.1268e-002	-8.1642e-003	-5.2367e-002	-0.5924
449	8.1011e-002	-3.1745e-002	4.2441e-002	0.4416
450	-8.4185e-002	-3.6958e-002	3.7988e-002	0.39019
451	-8.1483e-002	3.1662e-002	4.2503e-002	0.57188
452	-7.2717e-002	5.2855e-002	-3.9178e-003	-6.2154e-002
453	-6.3144e-002	3.7246e-002	-3.7706e-002	-0.5326
454	-6.7901e-002	4.4995e-002	-2.8009e-002	-0.41691
455	-5.0975e-002	2.6163e-002	-4.6092e-002	-0.6073
456	-5.497e-002	2.6907e-002	4.5662e-002	0.59793
457	7.5908e-002	5.2994e-002	-7.7942e-004	-1.1821e-002
458	7.8237e-002	2.4031e-002	4.7239e-002	0.60509
459	7.5963e-002	-1.6587e-002	5.0337e-002	0.54474
