Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
40	-2.6227e-002	2.6227e-002	-4.6056e-002	-0.16544
41	-3.4241e-002	3.4241e-002	-4.0455e-002	-0.16337
42	-4.1462e-002	4.1462e-002	-3.3014e-002	-0.11746
43	-4.7439e-002	4.7439e-002	-2.3634e-002	-5.936e-002
44	-5.1524e-002	5.1524e-002	-1.2423e-002	-1.1571e-002
45	0.	0.	5.3e-002	2.282e-002
46	9.5185e-003	9.5185e-003	5.2138e-002	6.1307e-002
47	1.8875e-002	1.8875e-002	4.9525e-002	0.15869
48	2.7877e-002	2.7877e-002	4.5076e-002	0.21441
49	3.6259e-002	3.6259e-002	3.8656e-002	0.20432
50	4.3621e-002	4.3621e-002	3.0104e-002	0.15288
51	4.9342e-002	4.9342e-002	1.9349e-002	9.4492e-002
52	5.2573e-002	5.2573e-002	6.713e-003	5.8613e-002
53	5.2573e-002	5.2573e-002	-6.713e-003	5.8849e-002
54	4.9342e-002	4.9342e-002	-1.9349e-002	9.6412e-002
55	4.3621e-002	4.3621e-002	-3.0104e-002	0.15533
56	3.6259e-002	3.6259e-002	-3.8656e-002	0.2083
57	2.7877e-002	2.7877e-002	-4.5076e-002	0.22015
58	1.8875e-002	1.8875e-002	-4.9525e-002	0.16399
59	9.5185e-003	9.5185e-003	-5.2138e-002	6.2741e-002
60	-5.1524e-002	5.1524e-002	1.2423e-002	-1.0834e-002
61	-4.7439e-002	4.7439e-002	2.3634e-002	-5.6995e-002
62	-4.1462e-002	4.1462e-002	3.3014e-002	-0.11476
63	-3.4241e-002	3.4241e-002	4.0455e-002	-0.15894
64	-2.6227e-002	2.6227e-002	4.6056e-002	-0.15775
65	-1.7721e-002	1.7721e-002	4.995e-002	-9.4806e-002
66	-8.9266e-003	8.9266e-003	5.2243e-002	-6.2548e-003
67	0.104	-5.65e-002	0.	-1.0812
68	0.104	-5.5538e-002	-1.0382e-002	-1.0812
69	0.104	-5.2685e-002	-2.041e-002	-1.0767
70	0.104	-4.8037e-002	-2.9743e-002	-1.0604
71	0.104	-4.1754e-002	-3.8064e-002	-1.0235
72	0.104	-3.4049e-002	-4.5088e-002	-0.96227
73	0.104	-2.5184e-002	-5.0577e-002	-0.88429
74	0.104	-1.5462e-002	-5.4343e-002	-0.80829
75	0.104	-5.2132e-003	-5.6259e-002	-0.75145
76	0.104	5.2132e-003	-5.6259e-002	-0.73069
77	0.104	1.5462e-002	-5.4343e-002	-0.74274
78	0.104	2.5184e-002	-5.0577e-002	-0.77414
79	0.104	3.4049e-002	-4.5088e-002	-0.8062
80	0.104	4.1754e-002	-3.8064e-002	-0.81759
81	0.104	4.8037e-002	-2.9743e-002	-0.79873
82	0.104	5.2685e-002	-2.041e-002	-0.76333
83	0.104	5.5538e-002	-1.0382e-002	-0.73128
84	0.104	5.65e-002	3.4891e-018	-0.71815
85	0.104	5.5538e-002	1.0382e-002	-0.73181
86	0.104	5.2685e-002	2.041e-002	-0.76417
87	0.104	4.8037e-002	2.9743e-002	-0.79775
88	0.104	4.1754e-002	3.8064e-002	-0.81382
89	0.104	3.4049e-002	4.5088e-002	-0.80235
90	0.104	2.5184e-002	5.0577e-002	-0.7744
91	0.104	1.5462e-002	5.4343e-002	-0.7471
92	0.104	5.2132e-003	5.6259e-002	-0.73969
93	0.104	-5.2132e-003	5.6259e-002	-0.7658
94	0.104	-1.5462e-002	5.4343e-002	-0.81881
95	0.104	-2.5184e-002	5.0577e-002	-0.89163
96	0.104	-3.4049e-002	4.5088e-002	-0.96607
97	0.104	-4.1754e-002	3.8064e-002	-1.0249
98	0.104	-4.8037e-002	2.9743e-002	-1.0611
99	0.104	-5.2685e-002	2.041e-002	-1.0769
100	0.104	-5.5538e-002	1.0382e-002	-1.0809
101	-0.104	-5.65e-002	0.	1.0847
102	9.0133e-002	-5.65e-002	0.	-0.93888
103	7.6267e-002	-5.65e-002	0.	-0.79665
104	6.24e-002	-5.65e-002	0.	-0.65417
105	4.8533e-002	-5.65e-002	0.	-0.51056
106	3.4667e-002	-5.65e-002	0.	-0.36558
107	2.08e-002	-5.65e-002	0.	-0.21922
108	6.9333e-003	-5.65e-002	0.	-7.1768e-002
109	-6.9333e-003	-5.65e-002	0.	7.6087e-002
110	-2.08e-002	-5.65e-002	0.	0.22356
111	-3.4667e-002	-5.65e-002	0.	0.36991
112	-4.8533e-002	-5.65e-002	0.	0.51476
113	-6.24e-002	-5.65e-002	0.	0.65814
114	-7.6267e-002	-5.65e-002	0.	0.80062
115	-9.0133e-002	-5.65e-002	0.	0.9424
116	-0.104	-5.5538e-002	1.0382e-002	1.0852
117	-0.104	-5.2685e-002	2.041e-002	1.0831
118	-0.104	-4.8037e-002	2.9743e-002	1.0697
119	-0.104	-4.1754e-002	3.8064e-002	1.0368
120	-0.104	-3.4049e-002	4.5088e-002	0.98048
121	-0.104	-2.5184e-002	5.0577e-002	0.90554
122	-0.104	-1.5462e-002	5.4343e-002	0.83116
123	-0.104	-5.2132e-003	5.6259e-002	0.77567
124	-0.104	5.2132e-003	5.6259e-002	0.75741
125	-0.104	1.5462e-002	5.4343e-002	0.77746
126	-0.104	2.5184e-002	5.0577e-002	0.81998
127	-0.104	3.4049e-002	4.5088e-002	0.86343
128	-0.104	4.1754e-002	3.8064e-002	0.88411
129	-0.104	4.8037e-002	2.9743e-002	0.87476
130	-0.104	5.2685e-002	2.041e-002	0.84215
131	-0.104	5.5538e-002	1.0382e-002	0.80758
132	-0.104	5.65e-002	-3.4891e-018	0.79206
133	-0.104	5.5538e-002	-1.0382e-002	0.8069
134	-0.104	5.2685e-002	-2.041e-002	0.84264
135	-0.104	4.8037e-002	-2.9743e-002	0.87592
136	-0.104	4.1754e-002	-3.8064e-002	0.88544
137	-0.104	3.4049e-002	-4.5088e-002	0.86435
138	-0.104	2.5184e-002	-5.0577e-002	0.81971
139	-0.104	1.5462e-002	-5.4343e-002	0.7747
140	-0.104	5.2132e-003	-5.6259e-002	0.75368
141	-0.104	-5.2132e-003	-5.6259e-002	0.77119
142	-0.104	-1.5462e-002	-5.4343e-002	0.82334
143	-0.104	-2.5184e-002	-5.0577e-002	0.89915
144	-0.104	-3.4049e-002	-4.5088e-002	0.97517
145	-0.104	-4.1754e-002	-3.8064e-002	1.034
146	-0.104	-4.8037e-002	-2.9743e-002	1.0686
147	-0.104	-5.2685e-002	-2.041e-002	1.0823
148	-0.104	-5.5538e-002	-1.0382e-002	1.0854
149	0.	0.	5.65e-002	2.2509e-002
150	0.	0.	-5.65e-002	2.1799e-002
151	-9.5161e-003	9.5161e-003	5.5693e-002	-1.0632e-002
152	-1.8891e-002	1.8891e-002	5.3248e-002	-0.10585
153	-2.7959e-002	2.7959e-002	4.9097e-002	-0.16397
154	-3.6502e-002	3.6502e-002	4.3126e-002	-0.14873
155	-4.42e-002	4.42e-002	3.5194e-002	-8.8094e-002
156	-5.0572e-002	5.0572e-002	2.5194e-002	-1.6161e-002
157	-5.4926e-002	5.4926e-002	1.3243e-002	4.1928e-002
158	-5.65e-002	5.65e-002	-6.9389e-018	6.3754e-002
159	-5.4926e-002	5.4926e-002	-1.3243e-002	4.1174e-002
160	-5.0572e-002	5.0572e-002	-2.5194e-002	-1.7132e-002
161	-4.42e-002	4.42e-002	-3.5194e-002	-9.023e-002
162	-3.6502e-002	3.6502e-002	-4.3126e-002	-0.15323
163	-2.7959e-002	2.7959e-002	-4.9097e-002	-0.17103
164	-1.8891e-002	1.8891e-002	-5.3248e-002	-0.11748
165	-9.5161e-003	9.5161e-003	-5.5693e-002	-1.9324e-002
166	5.65e-002	5.65e-002	0.	0.
167	9.5161e-003	9.5161e-003	-5.5693e-002	6.2199e-002
168	1.8891e-002	1.8891e-002	-5.3248e-002	0.16474
169	2.7959e-002	2.7959e-002	-4.9097e-002	0.22106
170	3.6502e-002	3.6502e-002	-4.3126e-002	0.20736
171	4.42e-002	4.42e-002	-3.5194e-002	0.14815
172	5.0572e-002	5.0572e-002	-2.5194e-002	7.7103e-002
173	5.4926e-002	5.4926e-002	-1.3243e-002	1.9689e-002
174	5.4926e-002	5.4926e-002	1.3243e-002	1.9438e-002
175	5.0572e-002	5.0572e-002	2.5194e-002	7.5351e-002
176	4.42e-002	4.42e-002	3.5194e-002	0.14544
177	3.6502e-002	3.6502e-002	4.3126e-002	0.20336
178	2.7959e-002	2.7959e-002	4.9097e-002	0.21562
179	1.8891e-002	1.8891e-002	5.3248e-002	0.15972
180	9.5161e-003	9.5161e-003	5.5693e-002	6.0515e-002
181	0.104	0.	5.3e-002	-0.74827
182	0.104	1.034e-002	5.1982e-002	-0.74017
183	0.104	2.0282e-002	4.8966e-002	-0.75941
184	0.104	2.9445e-002	4.4068e-002	-0.78931
185	0.104	3.7477e-002	3.7477e-002	-0.81039
186	0.104	4.4068e-002	2.9445e-002	-0.81234
187	0.104	4.8966e-002	2.0282e-002	-0.79357
188	0.104	5.1982e-002	1.034e-002	-0.77201
189	0.104	5.3e-002	2.6782e-017	-0.76258
190	0.104	5.1982e-002	-1.034e-002	-0.77159
191	0.104	4.8966e-002	-2.0282e-002	-0.79392
192	0.104	4.4068e-002	-2.9445e-002	-0.8155
193	0.104	3.7477e-002	-3.7477e-002	-0.81497
194	0.104	2.9445e-002	-4.4068e-002	-0.79082
195	0.104	2.0282e-002	-4.8966e-002	-0.75714
196	0.104	1.034e-002	-5.1982e-002	-0.73329
197	0.104	3.0777e-017	-5.3e-002	-0.73699
198	0.104	-1.034e-002	-5.1982e-002	-0.77612
199	0.104	-2.0282e-002	-4.8966e-002	-0.84369
200	0.104	-2.9445e-002	-4.4068e-002	-0.92211
201	0.104	-3.7477e-002	-3.7477e-002	-0.99122
202	0.104	-4.4068e-002	-2.9445e-002	-1.0393
203	0.104	-4.8966e-002	-2.0282e-002	-1.0651
204	0.104	-5.1982e-002	-1.034e-002	-1.0754
205	0.104	-5.3e-002	-3.3273e-017	-1.0783
206	0.104	-5.1982e-002	1.034e-002	-1.076
207	0.104	-4.8966e-002	2.0282e-002	-1.0656
208	0.104	-4.4068e-002	2.9445e-002	-1.0402
209	0.104	-3.7477e-002	3.7477e-002	-0.99404
210	0.104	-2.9445e-002	4.4068e-002	-0.92736
211	0.104	-2.0282e-002	4.8966e-002	-0.85262
212	0.104	-1.034e-002	5.1982e-002	-0.78961
213	9.1e-002	0.	5.3e-002	-0.62875
214	7.8e-002	0.	5.3e-002	-0.50592
215	6.5e-002	0.	5.3e-002	-0.38319
216	5.2e-002	0.	5.3e-002	-0.26536
217	3.9e-002	0.	5.3e-002	-0.1534
218	2.6e-002	0.	5.3e-002	-6.3824e-002
219	1.3e-002	0.	5.3e-002	-5.885e-003
220	-0.104	0.	5.3e-002	0.7612
221	-1.3e-002	0.	5.3e-002	5.0265e-002
222	-2.6e-002	0.	5.3e-002	0.10134
223	-3.9e-002	0.	5.3e-002	0.18586
224	-5.2e-002	0.	5.3e-002	0.29565
225	-6.5e-002	0.	5.3e-002	0.4118
226	-7.8e-002	0.	5.3e-002	0.52848
227	-9.1e-002	0.	5.3e-002	0.64632
228	-0.104	-1.034e-002	5.1982e-002	0.79976
229	-0.104	-2.0282e-002	4.8966e-002	0.86616
230	-0.104	-2.9445e-002	4.4068e-002	0.94226
231	-0.104	-3.7477e-002	3.7477e-002	1.0072
232	-0.104	-4.4068e-002	2.9445e-002	1.0512
233	-0.104	-4.8966e-002	2.0282e-002	1.0738
234	-0.104	-5.1982e-002	1.034e-002	1.0824
235	-0.104	-5.3e-002	2.6782e-017	1.0843
236	-0.104	-5.1982e-002	-1.034e-002	1.0816
237	-0.104	-4.8966e-002	-2.0282e-002	1.0728
238	-0.104	-4.4068e-002	-2.9445e-002	1.0488
239	-0.104	-3.7477e-002	-3.7477e-002	1.0034
240	-0.104	-2.9445e-002	-4.4068e-002	0.93593
241	-0.104	-2.0282e-002	-4.8966e-002	0.8588
242	-0.104	-1.034e-002	-5.1982e-002	0.7933
243	-0.104	-3.0777e-017	-5.3e-002	0.7575
244	-0.104	1.034e-002	-5.1982e-002	0.76057
245	-0.104	2.0282e-002	-4.8966e-002	0.7955
246	-0.104	2.9445e-002	-4.4068e-002	0.84279
247	-0.104	3.7477e-002	-3.7477e-002	0.87776
248	-0.104	4.4068e-002	-2.9445e-002	0.88662
249	-0.104	4.8966e-002	-2.0282e-002	0.87276
250	-0.104	5.1982e-002	-1.034e-002	0.85131
251	-0.104	5.3e-002	-3.3273e-017	0.84105
252	-0.104	5.1982e-002	1.034e-002	0.85088
253	-0.104	4.8966e-002	2.0282e-002	0.87127
254	-0.104	4.4068e-002	2.9445e-002	0.88547
255	-0.104	3.7477e-002	3.7477e-002	0.87602
256	-0.104	2.9445e-002	4.4068e-002	0.84218
257	-0.104	2.0282e-002	4.8966e-002	0.79682
258	-0.104	1.034e-002	5.1982e-002	0.76371
259	5.65e-002	0.1015	0.	0.
260	5.65e-002	6.775e-002	0.	0.
261	5.65e-002	7.9e-002	0.	0.
262	5.65e-002	9.025e-002	0.	0.
263	5.5538e-002	0.1015	-1.0382e-002	1.5665e-002
264	5.2685e-002	0.1015	-2.041e-002	6.8113e-002
265	4.8037e-002	0.1015	-2.9743e-002	0.14013
266	4.1754e-002	0.1015	-3.8064e-002	0.20799
267	3.4049e-002	0.1015	-4.5088e-002	0.2494
268	2.5184e-002	0.1015	-5.0577e-002	0.24747
269	1.5462e-002	0.1015	-5.4343e-002	0.19899
270	5.2132e-003	0.1015	-5.6259e-002	0.11251
271	-5.2132e-003	0.1015	-5.6259e-002	9.3178e-003
272	-1.5462e-002	0.1015	-5.4343e-002	-8.5112e-002
273	-2.5184e-002	0.1015	-5.0577e-002	-0.14612
274	-3.4049e-002	0.1015	-4.5088e-002	-0.15899
275	-4.1754e-002	0.1015	-3.8064e-002	-0.12774
276	-4.8037e-002	0.1015	-2.9743e-002	-6.7583e-002
277	-5.2685e-002	0.1015	-2.041e-002	2.0774e-003
278	-5.5538e-002	0.1015	-1.0382e-002	5.8239e-002
279	-5.65e-002	0.1015	3.4891e-018	8.2693e-002
280	-5.5538e-002	0.1015	1.0382e-002	5.8141e-002
281	-5.2685e-002	0.1015	2.041e-002	-9.7056e-005
282	-4.8037e-002	0.1015	2.9743e-002	-7.0019e-002
283	-4.1754e-002	0.1015	3.8064e-002	-0.12958
284	-3.4049e-002	0.1015	4.5088e-002	-0.15774
285	-2.5184e-002	0.1015	5.0577e-002	-0.14268
286	-1.5462e-002	0.1015	5.4343e-002	-8.6642e-002
287	-5.2132e-003	0.1015	5.6259e-002	7.138e-003
288	5.2132e-003	0.1015	5.6259e-002	0.11175
289	1.5462e-002	0.1015	5.4343e-002	0.19908
290	2.5184e-002	0.1015	5.0577e-002	0.249
291	3.4049e-002	0.1015	4.5088e-002	0.25053
292	4.1754e-002	0.1015	3.8064e-002	0.20866
293	4.8037e-002	0.1015	2.9743e-002	0.14037
294	5.2685e-002	0.1015	2.041e-002	6.8183e-002
295	5.5538e-002	0.1015	1.0382e-002	1.5912e-002
296	-5.3e-002	9.5437e-002	0.	0.
297	-5.3e-002	5.9062e-002	0.	0.
298	-4.4714e-003	4.4714e-003	-5.2811e-002	1.7614e-002
299	-1.3349e-002	1.3349e-002	-5.1291e-002	-6.0332e-002
300	-2.2021e-002	2.2021e-002	-4.8209e-002	-0.14524
301	-3.0311e-002	3.0311e-002	-4.3477e-002	-0.17137
302	4.7691e-003	4.7691e-003	5.2785e-002	2.9072e-002
303	1.4228e-002	1.4228e-002	5.1055e-002	0.10999
304	2.3435e-002	2.3435e-002	4.7537e-002	0.19557
305	3.2167e-002	3.2167e-002	4.2123e-002	0.21713
306	4.01e-002	4.01e-002	3.4655e-002	0.18081
307	4.01e-002	4.01e-002	-3.4655e-002	0.18448
308	3.2167e-002	3.2167e-002	-4.2123e-002	0.22121
309	2.3435e-002	2.3435e-002	-4.7537e-002	0.20276
310	1.4228e-002	1.4228e-002	-5.1055e-002	0.11261
311	4.7691e-003	4.7691e-003	-5.2785e-002	3.0199e-002
312	-3.0311e-002	3.0311e-002	4.3477e-002	-0.16505
313	-2.2021e-002	2.2021e-002	4.8209e-002	-0.13321
314	-1.3349e-002	1.3349e-002	5.1291e-002	-5.1966e-002
315	-4.4714e-003	4.4714e-003	5.2811e-002	2.0025e-002
316	9.7067e-002	-5.65e-002	0.	-1.0099
317	-9.7067e-002	-5.65e-002	0.	1.0134
318	-4.7666e-003	4.7666e-003	5.6299e-002	1.9482e-002
319	-1.4231e-002	1.4231e-002	5.4679e-002	-5.9993e-002
320	-2.3475e-002	2.3475e-002	5.1392e-002	-0.14495
321	-3.2313e-002	3.2313e-002	4.6348e-002	-0.16447
322	-5.61e-002	5.61e-002	6.7133e-003	5.8248e-002
323	-5.61e-002	5.61e-002	-6.7133e-003	5.8145e-002
324	-3.2313e-002	3.2313e-002	-4.6348e-002	-0.16948
325	-2.3475e-002	2.3475e-002	-5.1392e-002	-0.15428
326	-1.4231e-002	1.4231e-002	-5.4679e-002	-6.9173e-002
327	-4.7666e-003	4.7666e-003	-5.6299e-002	1.6723e-002
328	4.7666e-003	4.7666e-003	-5.6299e-002	2.9815e-002
329	1.4231e-002	1.4231e-002	-5.4679e-002	0.11235
330	2.3475e-002	2.3475e-002	-5.1392e-002	0.20404
331	3.2313e-002	3.2313e-002	-4.6348e-002	0.22203
332	4.0482e-002	4.0482e-002	-3.9414e-002	0.18059
333	4.0482e-002	4.0482e-002	3.9414e-002	0.17693
334	3.2313e-002	3.2313e-002	4.6348e-002	0.21843
335	2.3475e-002	2.3475e-002	5.1392e-002	0.19649
336	1.4231e-002	1.4231e-002	5.4679e-002	0.10849
337	4.7666e-003	4.7666e-003	5.6299e-002	2.8731e-002
338	9.75e-002	0.	5.3e-002	-0.68854
339	6.5e-003	0.	5.3e-002	9.5651e-003
340	-6.5e-003	0.	5.3e-002	3.417e-002
341	-9.75e-002	0.	5.3e-002	0.70381
342	-3.6724e-002	2.6466e-002	-4.5919e-002	-0.10168
343	-3.8892e-002	2.6872e-002	4.5682e-002	-7.9371e-002
344	-2.2135e-002	1.3256e-002	-5.1316e-002	-6.3358e-002
345	-2.8154e-002	1.2659e-002	5.1466e-002	-2.4313e-002
346	-1.2438e-002	1.1082e-003	-5.2988e-002	3.3605e-002
347	5.0159e-002	3.8782e-002	3.6124e-002	4.6693e-002
348	4.997e-002	3.8581e-002	-3.6339e-002	5.3274e-002
349	-3.25e-003	-1.1311e-002	5.1779e-002	3.9352e-002
350	3.8064e-002	2.786e-002	4.5087e-002	0.13948
351	4.1472e-002	2.9048e-002	-4.4331e-002	0.11796
352	2.9198e-002	1.2772e-002	5.1438e-002	6.7608e-002
353	2.4128e-002	1.4627e-002	-5.0942e-002	0.1168
354	9.5744e-003	-1.2674e-003	-5.2985e-002	-2.3618e-003
355	9.2201e-002	2.6471e-002	4.5916e-002	-0.61208
356	9.3031e-002	4.097e-002	3.3623e-002	-0.63291
357	9.716e-002	5.1644e-002	1.1914e-002	-0.66427
358	9.183e-002	4.5897e-002	-2.6504e-002	-0.60367
359	9.1911e-002	3.2438e-002	-4.1914e-002	-0.61404
360	9.1954e-002	1.4044e-002	-5.1105e-002	-0.59924
361	9.326e-002	-6.3529e-003	-5.2618e-002	-0.66768
362	9.7177e-002	-2.7922e-002	-4.5049e-002	-0.85201
363	9.4631e-002	-4.1653e-002	-3.2773e-002	-0.93364
364	9.4631e-002	-5.1024e-002	-1.4338e-002	-0.97711
365	9.4631e-002	-5.2627e-002	6.2789e-003	-0.98145
366	9.4631e-002	-4.6218e-002	2.594e-002	-0.95973
367	9.4975e-002	-3.0378e-002	4.343e-002	-0.85858
368	-9.1921e-002	-2.6054e-002	4.6154e-002	0.81548
369	-9.3031e-002	-4.097e-002	3.3623e-002	0.92818
370	-9.6068e-002	-5.1304e-002	1.3302e-002	0.99998
371	-9.4631e-002	-5.2627e-002	-6.2789e-003	0.98723
372	-9.4631e-002	-4.6218e-002	-2.594e-002	0.9678
373	-9.4631e-002	-3.2773e-002	-4.1653e-002	0.88339
374	-9.4631e-002	-1.4338e-002	-5.1024e-002	0.74396
375	-9.4631e-002	6.2789e-003	-5.2627e-002	0.66297
376	-9.4631e-002	2.594e-002	-4.6218e-002	0.69106
377	-9.4631e-002	4.1653e-002	-3.2773e-002	0.72657
378	-9.6092e-002	5.1322e-002	-1.3232e-002	0.72484
379	-9.6055e-002	5.2483e-002	7.3863e-003	0.71514
380	-9.6166e-002	4.5784e-002	2.6699e-002	0.74932
381	-9.5412e-002	3.1273e-002	4.279e-002	0.71964
382	-6.2918e-002	5.2466e-002	-7.5016e-003	0.17201
383	-5.7405e-002	4.8748e-002	2.08e-002	9.2103e-002
384	-5.6682e-002	4.438e-002	-2.8972e-002	8.8534e-002
385	6.3096e-002	5.3e-002	-3.2453e-018	-0.10988
386	8.3104e-002	1.2542e-002	5.1495e-002	-0.50372
387	7.3592e-002	1.0568e-002	5.1936e-002	-0.40241
388	6.2423e-002	1.3848e-002	5.1159e-002	-0.25359
389	4.472e-002	1.4597e-002	5.095e-002	-4.7261e-002
390	-4.4873e-002	1.3145e-002	5.1344e-002	9.7751e-002
391	-5.802e-002	1.2153e-002	5.1588e-002	0.24881
392	-7.014e-002	9.3252e-003	5.2173e-002	0.40125
393	-8.1972e-002	1.2349e-002	5.1541e-002	0.5213
394	-4.0422e-003	-7.2078e-003	-5.2508e-002	3.9489e-002
395	-1.5706e-002	-6.3673e-003	5.2616e-002	9.9858e-002
396	3.8942e-002	2.0637e-002	-4.8817e-002	8.1444e-002
397	2.3558e-002	4.7399e-003	-5.2788e-002	4.9577e-003
398	8.8939e-002	4.8495e-002	2.1383e-002	-0.54695
399	8.8996e-002	5.2951e-002	2.2809e-003	-0.52315
400	8.9325e-002	5.094e-002	-1.4633e-002	-0.54027
401	9.1691e-002	4.0041e-002	-3.4724e-002	-0.61432
402	8.9079e-002	-2.0259e-002	-4.8975e-002	-0.72548
403	8.9758e-002	-3.4592e-002	-4.0155e-002	-0.84118
404	8.9758e-002	-4.7325e-002	-2.386e-002	-0.91573
405	8.9758e-002	-5.2854e-002	-3.9333e-003	-0.9321
406	8.9758e-002	-5.0336e-002	1.6592e-002	-0.92652
407	8.9758e-002	-4.0155e-002	3.4592e-002	-0.88087
408	8.7083e-002	-2.0309e-002	4.8954e-002	-0.71701
409	-8.979e-002	-4.7835e-002	2.2821e-002	0.92767
410	-8.9758e-002	-5.2854e-002	3.9333e-003	0.93825
411	-8.9758e-002	-5.0336e-002	-1.6592e-002	0.93308
412	-8.9758e-002	-4.0155e-002	-3.4592e-002	0.89003
413	-8.9758e-002	-2.386e-002	-4.7325e-002	0.77478
414	-8.9758e-002	-3.9333e-003	-5.2854e-002	0.64695
415	-8.9758e-002	1.6592e-002	-5.0336e-002	0.60741
416	-8.9758e-002	3.4592e-002	-4.0155e-002	0.63833
417	-8.9758e-002	4.7325e-002	-2.386e-002	0.63651
418	-8.8779e-002	5.2921e-002	-2.8851e-003	0.5924
419	-8.9758e-002	5.0336e-002	1.6592e-002	0.62419
420	-9.0428e-002	4.1288e-002	3.3231e-002	0.65532
421	-9.0717e-002	2.4242e-002	4.7131e-002	0.63309
422	-6.2946e-002	5.258e-002	6.6621e-003	0.17293
423	-5.8609e-002	4.2016e-002	3.2306e-002	0.12409
424	-4.8324e-002	3.4512e-002	4.0223e-002	-4.7609e-003
425	6.7168e-002	4.9025e-002	2.0139e-002	-0.18636
426	7.2196e-002	5.0349e-002	-1.6553e-002	-0.26414
427	6.6003e-002	-8.2684e-003	5.2351e-002	-0.45784
428	4.2467e-002	-7.7087e-003	5.2436e-002	-0.26169
429	1.8894e-002	-9.0403e-003	5.2223e-002	-0.10318
430	-3.1998e-002	-9.0682e-003	5.2218e-002	0.22204
431	-5.85e-002	-1.0066e-002	5.2035e-002	0.4376
432	-8.2225e-002	-1.1435e-002	5.1752e-002	0.63312
433	5.7986e-002	4.4023e-002	-2.9512e-002	-5.1853e-002
434	-3.9203e-002	1.4203e-002	-5.1062e-002	2.7133e-002
435	-2.6697e-002	7.3498e-004	-5.2995e-002	9.0406e-002
436	-1.7332e-002	-9.3806e-003	-5.2163e-002	0.12469
437	6.3688e-003	-1.3569e-002	5.1234e-002	-3.4907e-002
438	-1.349e-002	-1.7501e-002	5.0027e-002	0.1309
439	5.5076e-002	2.7183e-002	4.5498e-002	-7.4476e-002
440	5.5646e-002	2.9078e-002	-4.4311e-002	-6.5196e-002
441	3.8613e-002	1.1123e-002	-5.182e-002	-1.3331e-002
442	2.216e-002	-6.4488e-003	-5.2606e-002	-0.10189
443	6.4029e-003	-1.2185e-002	-5.158e-002	-2.9813e-002
444	8.3166e-002	3.8287e-002	3.6649e-002	-0.47306
445	8.0699e-002	4.1335e-002	-3.3173e-002	-0.42873
446	8.1413e-002	2.6123e-002	-4.6115e-002	-0.45387
447	7.9638e-002	6.7603e-003	-5.2567e-002	-0.47934
448	8.1268e-002	-8.1642e-003	-5.2367e-002	-0.57744
449	8.1011e-002	-3.1745e-002	4.2441e-002	-0.75029
450	-8.4185e-002	-3.6958e-002	3.7988e-002	0.8242
451	-8.1483e-002	3.1662e-002	4.2503e-002	0.50447
452	-7.2717e-002	5.2855e-002	-3.9178e-003	0.33205
453	-6.3144e-002	3.7246e-002	-3.7706e-002	0.20404
454	-6.7901e-002	4.4995e-002	-2.8009e-002	0.26958
