Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
62	-4.1462e-002	4.1462e-002	3.3014e-002	5.1618e-002
63	-3.4241e-002	3.4241e-002	4.0455e-002	6.5874e-002
64	-2.6227e-002	2.6227e-002	4.6056e-002	7.0714e-002
65	-1.7721e-002	1.7721e-002	4.995e-002	6.4659e-002
66	-8.9266e-003	8.9266e-003	5.2243e-002	3.9566e-002
67	0.104	-5.65e-002	0.	-1.5017
68	0.104	-5.5538e-002	-1.0382e-002	-1.4514
69	0.104	-5.2685e-002	-2.041e-002	-1.3247
70	0.104	-4.8037e-002	-2.9743e-002	-1.1464
71	0.104	-4.1754e-002	-3.8064e-002	-0.95917
72	0.104	-3.4049e-002	-4.5088e-002	-0.80779
73	0.104	-2.5184e-002	-5.0577e-002	-0.71616
74	0.104	-1.5462e-002	-5.4343e-002	-0.68626
75	0.104	-5.2132e-003	-5.6259e-002	-0.69353
76	0.104	5.2132e-003	-5.6259e-002	-0.70539
77	0.104	1.5462e-002	-5.4343e-002	-0.69296
78	0.104	2.5184e-002	-5.0577e-002	-0.63951
79	0.104	3.4049e-002	-4.5088e-002	-0.54916
80	0.104	4.1754e-002	-3.8064e-002	-0.43647
81	0.104	4.8037e-002	-2.9743e-002	-0.32713
82	0.104	5.2685e-002	-2.041e-002	-0.24014
83	0.104	5.5538e-002	-1.0382e-002	-0.18345
84	0.104	5.65e-002	3.4891e-018	-0.16192
85	0.104	5.5538e-002	1.0382e-002	-0.17929
86	0.104	5.2685e-002	2.041e-002	-0.23512
87	0.104	4.8037e-002	2.9743e-002	-0.3236
88	0.104	4.1754e-002	3.8064e-002	-0.43449
89	0.104	3.4049e-002	4.5088e-002	-0.54654
90	0.104	2.5184e-002	5.0577e-002	-0.63776
91	0.104	1.5462e-002	5.4343e-002	-0.69009
92	0.104	5.2132e-003	5.6259e-002	-0.70297
93	0.104	-5.2132e-003	5.6259e-002	-0.69072
94	0.104	-1.5462e-002	5.4343e-002	-0.68424
95	0.104	-2.5184e-002	5.0577e-002	-0.71508
96	0.104	-3.4049e-002	4.5088e-002	-0.80689
97	0.104	-4.1754e-002	3.8064e-002	-0.95853
98	0.104	-4.8037e-002	2.9743e-002	-1.1436
99	0.104	-5.2685e-002	2.041e-002	-1.3238
100	0.104	-5.5538e-002	1.0382e-002	-1.4542
101	-0.104	-5.65e-002	0.	1.5023
102	9.0133e-002	-5.65e-002	0.	-1.2958
103	7.6267e-002	-5.65e-002	0.	-1.1011
104	6.24e-002	-5.65e-002	0.	-0.90463
105	4.8533e-002	-5.65e-002	0.	-0.70538
106	3.4667e-002	-5.65e-002	0.	-0.50486
107	2.08e-002	-5.65e-002	0.	-0.30264
108	6.9333e-003	-5.65e-002	0.	-0.10094
109	-6.9333e-003	-5.65e-002	0.	0.1018
110	-2.08e-002	-5.65e-002	0.	0.30445
111	-3.4667e-002	-5.65e-002	0.	0.50581
112	-4.8533e-002	-5.65e-002	0.	0.70719
113	-6.24e-002	-5.65e-002	0.	0.90597
114	-7.6267e-002	-5.65e-002	0.	1.1035
115	-9.0133e-002	-5.65e-002	0.	1.2986
116	-0.104	-5.5538e-002	1.0382e-002	1.4549
117	-0.104	-5.2685e-002	2.041e-002	1.3234
118	-0.104	-4.8037e-002	2.9743e-002	1.1451
119	-0.104	-4.1754e-002	3.8064e-002	0.95903
120	-0.104	-3.4049e-002	4.5088e-002	0.81073
121	-0.104	-2.5184e-002	5.0577e-002	0.71766
122	-0.104	-1.5462e-002	5.4343e-002	0.68586
123	-0.104	-5.2132e-003	5.6259e-002	0.69253
124	-0.104	5.2132e-003	5.6259e-002	0.70506
125	-0.104	1.5462e-002	5.4343e-002	0.69161
126	-0.104	2.5184e-002	5.0577e-002	0.63878
127	-0.104	3.4049e-002	4.5088e-002	0.5487
128	-0.104	4.1754e-002	3.8064e-002	0.43903
129	-0.104	4.8037e-002	2.9743e-002	0.33072
130	-0.104	5.2685e-002	2.041e-002	0.24236
131	-0.104	5.5538e-002	1.0382e-002	0.18558
132	-0.104	5.65e-002	-3.4891e-018	0.16714
133	-0.104	5.5538e-002	-1.0382e-002	0.18555
134	-0.104	5.2685e-002	-2.041e-002	0.23961
135	-0.104	4.8037e-002	-2.9743e-002	0.32716
136	-0.104	4.1754e-002	-3.8064e-002	0.43647
137	-0.104	3.4049e-002	-4.5088e-002	0.54868
138	-0.104	2.5184e-002	-5.0577e-002	0.64096
139	-0.104	1.5462e-002	-5.4343e-002	0.69444
140	-0.104	5.2132e-003	-5.6259e-002	0.7076
141	-0.104	-5.2132e-003	-5.6259e-002	0.69498
142	-0.104	-1.5462e-002	-5.4343e-002	0.68775
143	-0.104	-2.5184e-002	-5.0577e-002	0.71854
144	-0.104	-3.4049e-002	-4.5088e-002	0.81023
145	-0.104	-4.1754e-002	-3.8064e-002	0.96392
146	-0.104	-4.8037e-002	-2.9743e-002	1.1462
147	-0.104	-5.2685e-002	-2.041e-002	1.3259
148	-0.104	-5.5538e-002	-1.0382e-002	1.453
149	0.	0.	5.65e-002	4.8192e-004
150	0.	0.	-5.65e-002	4.394e-004
151	-9.5161e-003	9.5161e-003	5.5693e-002	4.8418e-002
152	-1.8891e-002	1.8891e-002	5.3248e-002	8.8697e-002
153	-2.7959e-002	2.7959e-002	4.9097e-002	0.1063
154	-3.6502e-002	3.6502e-002	4.3126e-002	9.8035e-002
155	-4.42e-002	4.42e-002	3.5194e-002	7.706e-002
156	-5.0572e-002	5.0572e-002	2.5194e-002	4.9516e-002
157	-5.4926e-002	5.4926e-002	1.3243e-002	2.0518e-002
158	-5.65e-002	5.65e-002	-6.9389e-018	2.8797e-003
159	-5.4926e-002	5.4926e-002	-1.3243e-002	2.0635e-002
160	-5.0572e-002	5.0572e-002	-2.5194e-002	4.8928e-002
161	-4.42e-002	4.42e-002	-3.5194e-002	7.6189e-002
162	-3.6502e-002	3.6502e-002	-4.3126e-002	9.6888e-002
163	-2.7959e-002	2.7959e-002	-4.9097e-002	0.10543
164	-1.8891e-002	1.8891e-002	-5.3248e-002	8.7804e-002
165	-9.5161e-003	9.5161e-003	-5.5693e-002	4.8031e-002
166	5.65e-002	5.65e-002	0.	0.
167	9.5161e-003	9.5161e-003	-5.5693e-002	-4.6636e-002
168	1.8891e-002	1.8891e-002	-5.3248e-002	-8.73e-002
169	2.7959e-002	2.7959e-002	-4.9097e-002	-0.10388
170	3.6502e-002	3.6502e-002	-4.3126e-002	-9.5661e-002
171	4.42e-002	4.42e-002	-3.5194e-002	-7.4806e-002
172	5.0572e-002	5.0572e-002	-2.5194e-002	-4.7348e-002
173	5.4926e-002	5.4926e-002	-1.3243e-002	-1.9369e-002
174	5.4926e-002	5.4926e-002	1.3243e-002	-1.9779e-002
175	5.0572e-002	5.0572e-002	2.5194e-002	-4.7468e-002
176	4.42e-002	4.42e-002	3.5194e-002	-7.4796e-002
177	3.6502e-002	3.6502e-002	4.3126e-002	-9.6435e-002
178	2.7959e-002	2.7959e-002	4.9097e-002	-0.10468
179	1.8891e-002	1.8891e-002	5.3248e-002	-8.6168e-002
180	9.5161e-003	9.5161e-003	5.5693e-002	-4.604e-002
181	0.104	0.	5.3e-002	-0.68172
182	0.104	1.034e-002	5.1982e-002	-0.66037
183	0.104	2.0282e-002	4.8966e-002	-0.6121
184	0.104	2.9445e-002	4.4068e-002	-0.52991
185	0.104	3.7477e-002	3.7477e-002	-0.4261
186	0.104	4.4068e-002	2.9445e-002	-0.32032
187	0.104	4.8966e-002	2.0282e-002	-0.23427
188	0.104	5.1982e-002	1.034e-002	-0.1791
189	0.104	5.3e-002	2.6782e-017	-0.16188
190	0.104	5.1982e-002	-1.034e-002	-0.18329
191	0.104	4.8966e-002	-2.0282e-002	-0.23922
192	0.104	4.4068e-002	-2.9445e-002	-0.32382
193	0.104	3.7477e-002	-3.7477e-002	-0.428
194	0.104	2.9445e-002	-4.4068e-002	-0.53252
195	0.104	2.0282e-002	-4.8966e-002	-0.61393
196	0.104	1.034e-002	-5.1982e-002	-0.66272
197	0.104	3.0777e-017	-5.3e-002	-0.68392
198	0.104	-1.034e-002	-5.1982e-002	-0.69854
199	0.104	-2.0282e-002	-4.8966e-002	-0.73715
200	0.104	-2.9445e-002	-4.4068e-002	-0.82647
201	0.104	-3.7477e-002	-3.7477e-002	-0.9716
202	0.104	-4.4068e-002	-2.9445e-002	-1.1522
203	0.104	-4.8966e-002	-2.0282e-002	-1.3262
204	0.104	-5.1982e-002	-1.034e-002	-1.4519
205	0.104	-5.3e-002	-3.3273e-017	-1.5017
206	0.104	-5.1982e-002	1.034e-002	-1.4545
207	0.104	-4.8966e-002	2.0282e-002	-1.3255
208	0.104	-4.4068e-002	2.9445e-002	-1.1493
209	0.104	-3.7477e-002	3.7477e-002	-0.97072
210	0.104	-2.9445e-002	4.4068e-002	-0.82583
211	0.104	-2.0282e-002	4.8966e-002	-0.73633
212	0.104	-1.034e-002	5.1982e-002	-0.69642
213	9.1e-002	0.	5.3e-002	-0.59122
214	7.8e-002	0.	5.3e-002	-0.49843
215	6.5e-002	0.	5.3e-002	-0.40684
216	5.2e-002	0.	5.3e-002	-0.31522
217	3.9e-002	0.	5.3e-002	-0.22653
218	2.6e-002	0.	5.3e-002	-0.1427
219	1.3e-002	0.	5.3e-002	-6.6417e-002
220	-0.104	0.	5.3e-002	0.68293
221	-1.3e-002	0.	5.3e-002	7.0146e-002
222	-2.6e-002	0.	5.3e-002	0.14523
223	-3.9e-002	0.	5.3e-002	0.2284
224	-5.2e-002	0.	5.3e-002	0.3182
225	-6.5e-002	0.	5.3e-002	0.4088
226	-7.8e-002	0.	5.3e-002	0.50072
227	-9.1e-002	0.	5.3e-002	0.5923
228	-0.104	-1.034e-002	5.1982e-002	0.69897
229	-0.104	-2.0282e-002	4.8966e-002	0.73925
230	-0.104	-2.9445e-002	4.4068e-002	0.82991
231	-0.104	-3.7477e-002	3.7477e-002	0.9713
232	-0.104	-4.4068e-002	2.9445e-002	1.1508
233	-0.104	-4.8966e-002	2.0282e-002	1.3249
234	-0.104	-5.1982e-002	1.034e-002	1.4552
235	-0.104	-5.3e-002	2.6782e-017	1.5023
236	-0.104	-5.1982e-002	-1.034e-002	1.4532
237	-0.104	-4.8966e-002	-2.0282e-002	1.3275
238	-0.104	-4.4068e-002	-2.9445e-002	1.1519
239	-0.104	-3.7477e-002	-3.7477e-002	0.97598
240	-0.104	-2.9445e-002	-4.4068e-002	0.82949
241	-0.104	-2.0282e-002	-4.8966e-002	0.73954
242	-0.104	-1.034e-002	-5.1982e-002	0.69995
243	-0.104	-3.0777e-017	-5.3e-002	0.68517
244	-0.104	1.034e-002	-5.1982e-002	0.66451
245	-0.104	2.0282e-002	-4.8966e-002	0.61495
246	-0.104	2.9445e-002	-4.4068e-002	0.53175
247	-0.104	3.7477e-002	-3.7477e-002	0.42815
248	-0.104	4.4068e-002	-2.9445e-002	0.32399
249	-0.104	4.8966e-002	-2.0282e-002	0.23881
250	-0.104	5.1982e-002	-1.034e-002	0.18538
251	-0.104	5.3e-002	-3.3273e-017	0.16704
252	-0.104	5.1982e-002	1.034e-002	0.18543
253	-0.104	4.8966e-002	2.0282e-002	0.24144
254	-0.104	4.4068e-002	2.9445e-002	0.32753
255	-0.104	3.7477e-002	3.7477e-002	0.43072
256	-0.104	2.9445e-002	4.4068e-002	0.53244
257	-0.104	2.0282e-002	4.8966e-002	0.61327
258	-0.104	1.034e-002	5.1982e-002	0.66121
259	5.65e-002	0.1015	0.	0.
260	5.65e-002	6.775e-002	0.	0.
261	5.65e-002	7.9e-002	0.	0.
262	5.65e-002	9.025e-002	0.	0.
263	5.5538e-002	0.1015	-1.0382e-002	-1.2344e-002
264	5.2685e-002	0.1015	-2.041e-002	-2.7023e-002
265	4.8037e-002	0.1015	-2.9743e-002	-4.3763e-002
266	4.1754e-002	0.1015	-3.8064e-002	-5.9553e-002
267	3.4049e-002	0.1015	-4.5088e-002	-6.7293e-002
268	2.5184e-002	0.1015	-5.0577e-002	-6.2459e-002
269	1.5462e-002	0.1015	-5.4343e-002	-4.43e-002
270	5.2132e-003	0.1015	-5.6259e-002	-1.5811e-002
271	-5.2132e-003	0.1015	-5.6259e-002	1.645e-002
272	-1.5462e-002	0.1015	-5.4343e-002	4.4779e-002
273	-2.5184e-002	0.1015	-5.0577e-002	6.2536e-002
274	-3.4049e-002	0.1015	-4.5088e-002	6.7474e-002
275	-4.1754e-002	0.1015	-3.8064e-002	6.0446e-002
276	-4.8037e-002	0.1015	-2.9743e-002	4.6116e-002
277	-5.2685e-002	0.1015	-2.041e-002	2.954e-002
278	-5.5538e-002	0.1015	-1.0382e-002	1.4875e-002
279	-5.65e-002	0.1015	3.4891e-018	4.6987e-003
280	-5.5538e-002	0.1015	1.0382e-002	1.3709e-002
281	-5.2685e-002	0.1015	2.041e-002	2.9302e-002
282	-4.8037e-002	0.1015	2.9743e-002	4.7206e-002
283	-4.1754e-002	0.1015	3.8064e-002	6.2622e-002
284	-3.4049e-002	0.1015	4.5088e-002	6.9853e-002
285	-2.5184e-002	0.1015	5.0577e-002	6.411e-002
286	-1.5462e-002	0.1015	5.4343e-002	4.5811e-002
287	-5.2132e-003	0.1015	5.6259e-002	1.7792e-002
288	5.2132e-003	0.1015	5.6259e-002	-1.4722e-002
289	1.5462e-002	0.1015	5.4343e-002	-4.3791e-002
290	2.5184e-002	0.1015	5.0577e-002	-6.2077e-002
291	3.4049e-002	0.1015	4.5088e-002	-6.7624e-002
292	4.1754e-002	0.1015	3.8064e-002	-5.9926e-002
293	4.8037e-002	0.1015	2.9743e-002	-4.4669e-002
294	5.2685e-002	0.1015	2.041e-002	-2.7674e-002
295	5.5538e-002	0.1015	1.0382e-002	-1.2781e-002
296	-5.3e-002	9.5437e-002	0.	0.
297	-5.3e-002	5.9062e-002	0.	0.
298	-4.4714e-003	4.4714e-003	-5.2811e-002	2.1276e-002
299	-1.3349e-002	1.3349e-002	-5.1291e-002	5.2861e-002
300	-2.2021e-002	2.2021e-002	-4.8209e-002	6.8518e-002
301	-3.0311e-002	3.0311e-002	-4.3477e-002	6.7612e-002
302	4.7691e-003	4.7691e-003	5.2785e-002	-2.0993e-002
303	1.4228e-002	1.4228e-002	5.1055e-002	-5.457e-002
304	2.3435e-002	2.3435e-002	4.7537e-002	-6.9971e-002
305	3.2167e-002	3.2167e-002	4.2123e-002	-6.5235e-002
306	4.01e-002	4.01e-002	3.4655e-002	-5.293e-002
307	4.01e-002	4.01e-002	-3.4655e-002	-5.2821e-002
308	3.2167e-002	3.2167e-002	-4.2123e-002	-6.4483e-002
309	2.3435e-002	2.3435e-002	-4.7537e-002	-6.8463e-002
310	1.4228e-002	1.4228e-002	-5.1055e-002	-5.4929e-002
311	4.7691e-003	4.7691e-003	-5.2785e-002	-2.1427e-002
312	-3.0311e-002	3.0311e-002	4.3477e-002	6.971e-002
313	-2.2021e-002	2.2021e-002	4.8209e-002	7.0354e-002
314	-1.3349e-002	1.3349e-002	5.1291e-002	5.3771e-002
315	-4.4714e-003	4.4714e-003	5.2811e-002	2.213e-002
316	9.7067e-002	-5.65e-002	0.	-1.3962
317	-9.7067e-002	-5.65e-002	0.	1.398
318	-4.7666e-003	4.7666e-003	5.6299e-002	2.4091e-002
319	-1.4231e-002	1.4231e-002	5.4679e-002	7.0452e-002
320	-2.3475e-002	2.3475e-002	5.1392e-002	0.101
321	-3.2313e-002	3.2313e-002	4.6348e-002	0.10423
322	-5.61e-002	5.61e-002	6.7133e-003	9.3258e-003
323	-5.61e-002	5.61e-002	-6.7133e-003	9.586e-003
324	-3.2313e-002	3.2313e-002	-4.6348e-002	0.10293
325	-2.3475e-002	2.3475e-002	-5.1392e-002	9.955e-002
326	-1.4231e-002	1.4231e-002	-5.4679e-002	7.0252e-002
327	-4.7666e-003	4.7666e-003	-5.6299e-002	2.3745e-002
328	4.7666e-003	4.7666e-003	-5.6299e-002	-2.3079e-002
329	1.4231e-002	1.4231e-002	-5.4679e-002	-6.873e-002
330	2.3475e-002	2.3475e-002	-5.1392e-002	-9.9175e-002
331	3.2313e-002	3.2313e-002	-4.6348e-002	-0.10262
332	4.0482e-002	4.0482e-002	-3.9414e-002	-8.6387e-002
333	4.0482e-002	4.0482e-002	3.9414e-002	-8.6522e-002
334	3.2313e-002	3.2313e-002	4.6348e-002	-0.10224
335	2.3475e-002	2.3475e-002	5.1392e-002	-9.8797e-002
336	1.4231e-002	1.4231e-002	5.4679e-002	-6.8415e-002
337	4.7666e-003	4.7666e-003	5.6299e-002	-2.2535e-002
338	9.75e-002	0.	5.3e-002	-0.63659
339	6.5e-003	0.	5.3e-002	-3.2512e-002
340	-6.5e-003	0.	5.3e-002	3.481e-002
341	-9.75e-002	0.	5.3e-002	0.63763
342	-3.6724e-002	2.6466e-002	-4.5919e-002	0.1281
343	-3.8892e-002	2.6872e-002	4.5682e-002	0.14095
344	-2.2135e-002	1.3256e-002	-5.1316e-002	9.8735e-002
345	-2.8154e-002	1.2659e-002	5.1466e-002	0.13769
346	-1.2438e-002	1.1082e-003	-5.2988e-002	6.5261e-002
347	5.0159e-002	3.8782e-002	3.6124e-002	-0.11341
348	4.997e-002	3.8581e-002	-3.6339e-002	-0.11471
349	-3.25e-003	-1.1311e-002	5.1779e-002	1.9873e-002
350	3.8064e-002	2.786e-002	4.5087e-002	-0.1278
351	4.1472e-002	2.9048e-002	-4.4331e-002	-0.14046
352	2.9198e-002	1.2772e-002	5.1438e-002	-0.14137
353	2.4128e-002	1.4627e-002	-5.0942e-002	-0.10646
354	9.5744e-003	-1.2674e-003	-5.2985e-002	-4.9786e-002
355	9.2201e-002	2.6471e-002	4.5916e-002	-0.48607
356	9.3031e-002	4.097e-002	3.3623e-002	-0.31706
357	9.716e-002	5.1644e-002	1.1914e-002	-0.15946
358	9.183e-002	4.5897e-002	-2.6504e-002	-0.23675
359	9.1911e-002	3.2438e-002	-4.1914e-002	-0.42552
360	9.1954e-002	1.4044e-002	-5.1105e-002	-0.56554
361	9.326e-002	-6.3529e-003	-5.2618e-002	-0.61654
362	9.7177e-002	-2.7922e-002	-4.5049e-002	-0.75577
363	9.4631e-002	-4.1653e-002	-3.2773e-002	-0.98264
364	9.4631e-002	-5.1024e-002	-1.4338e-002	-1.2809
365	9.4631e-002	-5.2627e-002	6.2789e-003	-1.3444
366	9.4631e-002	-4.6218e-002	2.594e-002	-1.1105
367	9.4975e-002	-3.0378e-002	4.343e-002	-0.76935
368	-9.1921e-002	-2.6054e-002	4.6154e-002	0.6992
369	-9.3031e-002	-4.097e-002	3.3623e-002	0.94969
370	-9.6068e-002	-5.1304e-002	1.3302e-002	1.3132
371	-9.4631e-002	-5.2627e-002	-6.2789e-003	1.3441
372	-9.4631e-002	-4.6218e-002	-2.594e-002	1.1138
373	-9.4631e-002	-3.2773e-002	-4.1653e-002	0.80357
374	-9.4631e-002	-1.4338e-002	-5.1024e-002	0.64657
375	-9.4631e-002	6.2789e-003	-5.2627e-002	0.60956
376	-9.4631e-002	2.594e-002	-4.6218e-002	0.50846
377	-9.4631e-002	4.1653e-002	-3.2773e-002	0.31809
378	-9.6092e-002	5.1322e-002	-1.3232e-002	0.1658
379	-9.6055e-002	5.2483e-002	7.3863e-003	0.14541
380	-9.6166e-002	4.5784e-002	2.6699e-002	0.26317
381	-9.5412e-002	3.1273e-002	4.279e-002	0.46124
382	-6.2918e-002	5.2466e-002	-7.5016e-003	2.2039e-002
383	-5.7405e-002	4.8748e-002	2.08e-002	5.2115e-002
384	-5.6682e-002	4.438e-002	-2.8972e-002	9.3251e-002
385	6.3096e-002	5.3e-002	-3.2453e-018	-1.2019e-002
386	8.3104e-002	1.2542e-002	5.1495e-002	-0.50905
387	7.3592e-002	1.0568e-002	5.1936e-002	-0.44906
388	6.2423e-002	1.3848e-002	5.1159e-002	-0.36177
389	4.472e-002	1.4597e-002	5.095e-002	-0.23782
390	-4.4873e-002	1.3145e-002	5.1344e-002	0.24604
391	-5.802e-002	1.2153e-002	5.1588e-002	0.33848
392	-7.014e-002	9.3252e-003	5.2173e-002	0.42912
393	-8.1972e-002	1.2349e-002	5.1541e-002	0.50292
394	-4.0422e-003	-7.2078e-003	-5.2508e-002	2.3414e-002
395	-1.5706e-002	-6.3673e-003	5.2616e-002	8.9978e-002
396	3.8942e-002	2.0637e-002	-4.8817e-002	-0.17529
397	2.3558e-002	4.7399e-003	-5.2788e-002	-0.12339
398	8.8939e-002	4.8495e-002	2.1383e-002	-0.17758
399	8.8996e-002	5.2951e-002	2.2809e-003	-0.10401
400	8.9325e-002	5.094e-002	-1.4633e-002	-0.14206
401	9.1691e-002	4.0041e-002	-3.4724e-002	-0.32503
402	8.9079e-002	-2.0259e-002	-4.8975e-002	-0.63128
403	8.9758e-002	-3.4592e-002	-4.0155e-002	-0.78934
404	8.9758e-002	-4.7325e-002	-2.386e-002	-1.0905
405	8.9758e-002	-5.2854e-002	-3.9333e-003	-1.2842
406	8.9758e-002	-5.0336e-002	1.6592e-002	-1.1905
407	8.9758e-002	-4.0155e-002	3.4592e-002	-0.89786
408	8.7083e-002	-2.0309e-002	4.8954e-002	-0.61613
409	-8.979e-002	-4.7835e-002	2.2821e-002	1.1069
410	-8.9758e-002	-5.2854e-002	3.9333e-003	1.2873
411	-8.9758e-002	-5.0336e-002	-1.6592e-002	1.1915
412	-8.9758e-002	-4.0155e-002	-3.4592e-002	0.89978
413	-8.9758e-002	-2.386e-002	-4.7325e-002	0.66281
414	-8.9758e-002	-3.9333e-003	-5.2854e-002	0.59042
415	-8.9758e-002	1.6592e-002	-5.0336e-002	0.54159
416	-8.9758e-002	3.4592e-002	-4.0155e-002	0.38752
417	-8.9758e-002	4.7325e-002	-2.386e-002	0.20445
418	-8.8779e-002	5.2921e-002	-2.8851e-003	0.10716
419	-8.9758e-002	5.0336e-002	1.6592e-002	0.15588
420	-9.0428e-002	4.1288e-002	3.3231e-002	0.30532
421	-9.0717e-002	2.4242e-002	4.7131e-002	0.49855
422	-6.2946e-002	5.258e-002	6.6621e-003	2.1057e-002
423	-5.8609e-002	4.2016e-002	3.2306e-002	0.12897
424	-4.8324e-002	3.4512e-002	4.0223e-002	0.14366
425	6.7168e-002	4.9025e-002	2.0139e-002	-7.6246e-002
426	7.2196e-002	5.0349e-002	-1.6553e-002	-7.9671e-002
427	6.6003e-002	-8.2684e-003	5.2351e-002	-0.42506
428	4.2467e-002	-7.7087e-003	5.2436e-002	-0.25988
429	1.8894e-002	-9.0403e-003	5.2223e-002	-0.10913
430	-3.1998e-002	-9.0682e-003	5.2218e-002	0.19364
431	-5.85e-002	-1.0066e-002	5.2035e-002	0.37638
432	-8.2225e-002	-1.1435e-002	5.1752e-002	0.5486
433	5.7986e-002	4.4023e-002	-2.9512e-002	-0.10081
434	-3.9203e-002	1.4203e-002	-5.1062e-002	0.20285
435	-2.6697e-002	7.3498e-004	-5.2995e-002	0.14777
436	-1.7332e-002	-9.3806e-003	-5.2163e-002	0.1021
437	6.3688e-003	-1.3569e-002	5.1234e-002	-3.8109e-002
438	-1.349e-002	-1.7501e-002	5.0027e-002	8.9092e-002
439	5.5076e-002	2.7183e-002	4.5498e-002	-0.24296
440	5.5646e-002	2.9078e-002	-4.4311e-002	-0.23269
441	3.8613e-002	1.1123e-002	-5.182e-002	-0.20674
442	2.216e-002	-6.4488e-003	-5.2606e-002	-0.12649
443	6.4029e-003	-1.2185e-002	-5.158e-002	-3.7838e-002
444	8.3166e-002	3.8287e-002	3.6649e-002	-0.30312
445	8.0699e-002	4.1335e-002	-3.3173e-002	-0.24758
446	8.1413e-002	2.6123e-002	-4.6115e-002	-0.42337
447	7.9638e-002	6.7603e-003	-5.2567e-002	-0.50233
